"","SubID","socialConnectedness_mean","time","loneliness_mean","traitEmpathyIRI_mean","traitEmpathyIRI_fant_mean","traitEmpathyIRI_PT_mean","traitEmpathyIRI_EC_mean","traitEmpathyIRI_PD_mean","IOS_immediateFamily","IOS_immediateFamilyNum","IOS_extendedFamily","IOS_extendedFamilyNum","IOS_friend","IOS_friendNum","IOS_acquaintance","IOS_acquaintanceNum","IOS_strangerNum","inclusionOtherSelf_mean","inclusionOtherSelf_mean_nostranger","wellbeingPresent","wellbeingFuture","wellbeing_mean","attentionCheck1","attentionCheck2","attentionCheck3","socialConnectedness_mean_T1","loneliness_mean_T1","traitEmpathyIRI_mean_T1","traitEmpathyIRI_fant_mean_T1","traitEmpathyIRI_PT_mean_T1","traitEmpathyIRI_EC_mean_T1","traitEmpathyIRI_PD_mean_T1","IOS_immediateFamily_T1","IOS_immediateFamilyNum_T1","IOS_extendedFamily_T1","IOS_extendedFamilyNum_T1","IOS_friend_T1","IOS_friendNum_T1","IOS_acquaintance_T1","IOS_acquaintanceNum_T1","IOS_strangerNum_T1","inclusionOtherSelf_mean_T1","inclusionOtherSelf_mean_nostranger_T1","wellbeingPresent_T1","wellbeingFuture_T1","wellbeing_mean_T1","priorMedExpClosed","priorMedExpOpen","priorMedExpHours","age","agefull","birth","pronouns","yearslivedUS","UserLang","firstLangEng","yearsspeakingEng","zip","EnglishProficiency","jobtitle","householdNum","householdComp1","householdComp2","householdComp3","householdComp4","politicalIssues","socialIssues","economicIssues","evangelic","spirituality","gender","ethnicity","ethnicityDescribe","education","educationfull","employment","employmentDescribe","employmentfull","income","incomefull","religionAffiliation","religionStrength","handedness","Female","Male","Other_gender","NoCollegeDegree","YesCollegeDegree","Lower","Upper","Dont_know","Employed","Unemployed","Student","Other_employment","White","Black","Hispanic","OtherRace","Asian","Other","recruited","openQuestion","commitmentRequest","attentionCheck1_T1","attentionCheck2_T1","attentionCheck3_T1","socialConnectedness_mean_T2","loneliness_mean_T2","traitEmpathyIRI_mean_T2","traitEmpathyIRI_fant_mean_T2","traitEmpathyIRI_PT_mean_T2","traitEmpathyIRI_EC_mean_T2","traitEmpathyIRI_PD_mean_T2","IOS_immediateFamily_T2","IOS_immediateFamilyNum_T2","IOS_extendedFamily_T2","IOS_extendedFamilyNum_T2","IOS_friend_T2","IOS_friendNum_T2","IOS_acquaintance_T2","IOS_acquaintanceNum_T2","IOS_strangerNum_T2","inclusionOtherSelf_mean_T2","inclusionOtherSelf_mean_nostranger_T2","wellbeingPresent_T2","wellbeingFuture_T2","wellbeing_mean_T2","attentionCheck1_T2","attentionCheck2_T2","attentionCheck3_T2","GroupID","medFinish","medStart","medEnd","medNumCompleted","medPercentageCompleted","medicationsScanday"
"21",30,3.6,1,2.45,3.28571428571429,3.57142857142857,3,3.42857142857143,3.14285714285714,"Parent",2,"COUSIN",3,"CHILDHOOD FRIEND",4,"NEIGHBOR",2,1,2.4,2.75,5,6,5.5,"6","1","2",3.6,2.45,3.28571428571429,3.57142857142857,3,3.42857142857143,3.14285714285714,"Parent",2,"COUSIN",3,"CHILDHOOD FRIEND",4,"NEIGHBOR",2,1,2.4,2.75,5,6,5.5,"2","","","28","young adult","01/01/1995","1","3","EN","1","","20007","","Student","2","1","1","1","2","2","2","3","","3","female","Asian","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Student","","Full-time student","Lower","$10,000 - $14,999","Agnostic","1","Right",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"Research Match","n/a","2","6","1","2",3.6,2.7,2.96428571428571,3.14285714285714,3,3,2.71428571428571,"Father",2,"COUSIN",3,"Childhood Friend",4,"Neighbour",1,1,2.2,2.5,9,7,8,"6","1","2","PMR",1,"3/13/2023","4/8/2023",23,95.83,NA
"22",31,3.8,1,1.95,3.60714285714286,3.85714285714286,3.71428571428571,4.57142857142857,2.28571428571429,"Spouse",6,"Cousin",3,"Friend",5,"Neighbor ",1,1,3.2,3.75,10,10,10,"6","1","2",3.8,1.95,3.60714285714286,3.85714285714286,3.71428571428571,4.57142857142857,2.28571428571429,"Spouse",6,"Cousin",3,"Friend",5,"Neighbor ",1,1,3.2,3.75,10,10,10,"2","","","38","young adult","8/17/1984","1","39","EN","1","","20019","","Statistician ","4","1","3","1","1","2","1","3","","3","female","Black","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Nothing","1","Right",1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,"Research match","","2","6","1","2",4.25,1.95,3.71428571428571,3.71428571428571,4.57142857142857,4.28571428571429,2.28571428571429,"Spouse",6,"Cousin",2,"Friend",3,"Neighbor",1,1,2.6,3,8,10,9,"6","1","2","PMR",1,"3/27/2023","4/22/2023",23,95.83,"None"
"23",32,4.5,1,2,2.57142857142857,2.42857142857143,2.42857142857143,3.14285714285714,2.28571428571429,"spouse",4,"cousin",5,"childhood friend",5,"neighbor",3,1,3.6,4.25,8,9,8.5,"6","1","2",4.5,2,2.57142857142857,2.42857142857143,2.42857142857143,3.14285714285714,2.28571428571429,"spouse",4,"cousin",5,"childhood friend",5,"neighbor",3,1,3.6,4.25,8,9,8.5,"2","","","64","old adult","03/18/1958","1","66","EN","1","","27949","","VP Operations: oversee production/affiliated shipments /raw material purchases","2","1","1","1","1","4","5","3","","7","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","Over $180,000","Other","2","Right",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"Research Match","","2","6","1","2",3.95,2.25,2.75,2.71428571428571,2.71428571428571,3.71428571428571,1.85714285714286,"sibling",1,"cousin",5,"childhood friend",4,"neighbor",3,1,2.8,3.25,8,10,9,"6","1","2","PMR",1,"3/27/2023","4/22/2023",23,95.83,NA
"24",34,5.3,1,2.05,3.67857142857143,4,3.71428571428571,4.42857142857143,2.57142857142857,"Mother",5,"Cousin",3,"Best friend",6,"Neighbor",1,1,3.2,3.75,6,8,7,"6","1","2",5.3,2.05,3.67857142857143,4,3.71428571428571,4.42857142857143,2.57142857142857,"Mother",5,"Cousin",3,"Best friend",6,"Neighbor",1,1,3.2,3.75,6,8,7,"2","","","22","young adult","05/05/2000","1","1","EN","2","15","20036","1","Economic Consultant at the World Bank. I work as a Research Assistant and my job inlcudes data analysis, literature reviews and writing reports or books.","1","1","1","1","2","2","1","4","","5","female","Hispanic","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$60,000 - $89,999","Agnostic","1","Right",1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,"Research Match","","2","6","1","2",5.7,1.5,4.10714285714286,4.42857142857143,4.28571428571429,4.85714285714286,2.85714285714286,"Partner",6,"Cousin",4,"Childhood friend",7,"Security guard",3,2,4.4,5,8,10,9,"6","1","2","LKM",1,"3/13","4/8",23,95.83,"None"
"25",35,5.8,1,1.3,2.92857142857143,2.14285714285714,4,4.57142857142857,1,"spouse",7,"grandchild",6,"adult friend",5,"hair stylist",5,2,5,5.75,9,9,9,"6","1","2",5.8,1.3,2.92857142857143,2.14285714285714,4,4.57142857142857,1,"spouse",7,"grandchild",6,"adult friend",5,"hair stylist",5,2,5,5.75,9,9,9,"2","","","70","old adult","05/10/1952","1","71","EN","1","","20878","","Certified project manager for major computer company.","2","1","1","1","1","6","6","5","2","6","female","Black","","NoCollegeDegree","Some college","Other","","Retired","Upper","$90,000 - $179,999","Protestant","6","Right",1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"Research Match ","None","2","6","1","2",5.75,1.25,3.10714285714286,2.57142857142857,4,4.57142857142857,1.28571428571429,"Spouse",5,"Son",7,"Daughter",6,"Girlfriend",5,4,5.4,5.75,8,8,8,"6","1","2","PMR",1,"3/13/2023","4/8/2023",24,100,NA
"26",36,3.8,1,2.1,3.03571428571429,3.57142857142857,2.42857142857143,3.28571428571429,2.85714285714286,"Mother ",7,"Grandparent ",6,"Childhood friend ",4,"Neighbor ",2,2,4.2,4.75,6,8,7,"6","1","2",3.8,2.1,3.03571428571429,3.57142857142857,2.42857142857143,3.28571428571429,2.85714285714286,"Mother ",7,"Grandparent ",6,"Childhood friend ",4,"Neighbor ",2,2,4.2,4.75,6,8,7,"2","","","32","young adult","09/05/1990","1","3","EN","1","","20020","","Operations Manager ","2","1","1","1","1","2","2","2","","3","female","Other","Indian American ","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","1,2","Lower","$25,000 - $39,999","Nothing","2","Right",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"Research Match ","","2","6","1","2",3.95,2.05,2.89285714285714,3.28571428571429,2.28571428571429,3.42857142857143,2.57142857142857,"Spouse",6,"Grandparent",4,"Childhood friend ",3,"Boss",2,1,3.2,3.75,8,7,7.5,"6","1","2","PMR",1,"3/13/2023","4/8/2023",23,95.83,NA
"27",39,4.85,1,2.1,2.64285714285714,3.14285714285714,2.57142857142857,3.57142857142857,1.28571428571429,"Spouse",5,"nephew",2,"coworker",2,"dog walking neoghborhood acquaintance",2,2,2.6,2.75,9,8,8.5,"6","1","2",4.85,2.1,2.64285714285714,3.14285714285714,2.57142857142857,3.57142857142857,1.28571428571429,"Spouse",5,"nephew",2,"coworker",2,"dog walking neoghborhood acquaintance",2,2,2.6,2.75,9,8,8.5,"1","I use Calm ","1","52","middle adult","05/25/1970","2","21","EN","1","","22033","","Director at a Pharmaceutical Manufacturing Company","3","1","2","1","1","1","1","4","","2","male","Asian","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","Over $180,000","Atheist","1","Right",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"Volunteer matchup","","2","6","1","2",5.05,1.4,2.85714285714286,3.42857142857143,2.71428571428571,3.71428571428571,1.57142857142857,"Daughter ",6,"Cousin",4,"Matthew",2,"Gym manager ",2,1,3,3.5,9,9,9,"6","1","2","PMR",1,"3/20/2023","4/15/2023",23,95.83,"Levothyroxin; Rosuvastatin"
"28",41,4.1,1,2.25,3.46428571428571,4.14285714285714,4,3.42857142857143,2.28571428571429,"Spouse",2,"Mom",3,"Alia, a student and new friend",4,"Lady at Taco Bell who I always chat with",2,2,2.6,2.75,6,7,6.5,"6","1","2",4.1,2.25,3.46428571428571,4.14285714285714,4,3.42857142857143,2.28571428571429,"Spouse",2,"Mom",3,"Alia, a student and new friend",4,"Lady at Taco Bell who I always chat with",2,2,2.6,2.75,6,7,6.5,"2","","","38","young adult","Sept 22, 1984","1","39","EN","1","","22192","","Editor. I run a magazine about clean energy, supervising the team of reporters, sorting through story ideas, and editing the final pieces. ","2","1","1","1","1","6","6","6","1","6","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Protestant","6","Right",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"Research Match","","2","6","1","2",4.05,2.45,3.10714285714286,3.42857142857143,3.85714285714286,3.57142857142857,1.57142857142857,"Mother",2,"Aunt",2,"Marian",3,"Neighbor",1,2,2,2,6,7,6.5,"6","1","2","LKM",1,"3/13","4/8",23,95.83,NA
"29",43,3.5,1,2.1,3.96428571428571,4.71428571428571,3.14285714285714,4,4,"spouse",4,"Aunt",1,"High School friend",2,"Neighbor",1,1,1.8,2,8,8,8,"6","1","2",3.5,2.1,3.96428571428571,4.71428571428571,3.14285714285714,4,4,"spouse",4,"Aunt",1,"High School friend",2,"Neighbor",1,1,1.8,2,8,8,8,"2","","","49","middle adult","3/8/1974","1","41","EN","1","","20817","","Homemaker
Navy Nurse for 20 years-Retired from military","3","1","2","1","1","2","2","3","","4","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Other","","3,9","Upper","$90,000 - $179,999","Other","3","Right",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"ResearchMatch","","2","6","1","2",3.55,2.4,4.14285714285714,4.28571428571429,3.85714285714286,4.42857142857143,4,"spouse",5,"uncle",2,"college friend",3,"neighbor",1,1,2.4,2.75,8,9,8.5,"6","1","2","PMR",1,"4/10/2023","5/6/2023",23,95.83,"None"
"30",45,5.25,1,1.6,3.46428571428571,3,4.57142857142857,4.14285714285714,2.14285714285714,"Sibling ",6,"Aunt",4,"Longest bestfriend",6,"Waiter in local restaurant ",3,1,4,4.75,7,9,8,"6","1","2",5.25,1.6,3.46428571428571,3,4.57142857142857,4.14285714285714,2.14285714285714,"Sibling ",6,"Aunt",4,"Longest bestfriend",6,"Waiter in local restaurant ",3,1,4,4.75,7,9,8,"2","","","31","young adult","05/24/1991","1","32","EN","1","","20879","","Not currently working ","4","3","1","2","1","2","2","2","","4","female","Hispanic","","NoCollegeDegree","Some college","Unemployed","","Unemployed less than 6 months, expects to work","Lower","$40,000 - $59,999","Roman Catholic","3","Right",1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"Through ResearchMatch.org","","2","6","1","2",5.4,1.65,3.39285714285714,3.28571428571429,4.57142857142857,3.85714285714286,1.85714285714286,"Sister",6,"Cousin",4,"Childhood friend",6,"Coworker",4,3,4.6,5,7,9,8,"6","1","2","PMR",1,"3/13/2023","4/8/2023",23,95.83,NA
"31",47,4.65,1,2.45,3.96428571428571,4.71428571428571,4.28571428571429,5,1.85714285714286,"Spouse",4,"Aunt",3,"Friend at Bible Study",3,"Neighbor across the street",2,1,2.6,3,8,9,8.5,"6","1","2",4.65,2.45,3.96428571428571,4.71428571428571,4.28571428571429,5,1.85714285714286,"Spouse",4,"Aunt",3,"Friend at Bible Study",3,"Neighbor across the street",2,1,2.6,3,8,9,8.5,"2","","","34","young adult","11/26/1988","1","35","EN","1","","22033","","Homemaker","6","1","5","1","1","6","6","6","1","7","female","Other","Middle Eastern","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Other","","Homemaker","Upper","$90,000 - $179,999","Protestant","7","Right",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,"Facebook","No","2","6","1","2",3.9,2.2,4.25,5,4.57142857142857,5,2.42857142857143,"Spouse ",4,"Cousin ",1,"Lauren ",2,"Neighbor",1,1,1.8,2,8,9,8.5,"6","1","2","LKM",1,"3/13","4/8",24,100,NA
"32",48,4.25,1,2.55,3.5,3.57142857142857,3.14285714285714,4.28571428571429,3,"mother",2,"uncle",3,"friend",4,"neighbor",2,1,2.4,2.75,5,6,5.5,"6","1","2",4.25,2.55,3.5,3.57142857142857,3.14285714285714,4.28571428571429,3,"mother",2,"uncle",3,"friend",4,"neighbor",2,1,2.4,2.75,5,6,5.5,"1","I use guided sleep mediations in the App Breethe when having trouble falling asleep","4","62","old adult","12/16/1960","1","63","EN","1","","20910","","womens rights","2","1","1","1","1","2","2","2","","5","female","White","","YesCollegeDegree","Doctoral or professional degree (for example, Ph.D., M.D., J.D., D.V.M., D.D.M.)","Other","","Retired","Upper","Over $180,000","Nothing","1","Left",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"email listserve","","2","6","1","2",4.9,1.7,3.17857142857143,2.57142857142857,3.71428571428571,4.42857142857143,2,"spouse",5,"sister",2,"friend",4,"neighbor",2,2,3,3.25,8,8,8,"6","1","2","PMR",1,"3/13/2023","4/8/2023",24,100,NA
"33",49,3.9,1,2.75,3.85714285714286,5,2.57142857142857,3.85714285714286,4,"parent",6,"cousin",4,"best friend",5,"neighbor",3,1,3.8,4.5,6,7,6.5,"6","1","2",3.9,2.75,3.85714285714286,5,2.57142857142857,3.85714285714286,4,"parent",6,"cousin",4,"best friend",5,"neighbor",3,1,3.8,4.5,6,7,6.5,"2","","","28","young adult","19940422","1","2","EN","1","","22209","","Student","2","1","1","1","2","5","4","6","","3","female","Asian","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Student","","Full-time student","Lower","$10,000 - $14,999","Roman Catholic","3","Right",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"ResearchMatch","nil","2","6","1","2",3.75,2.55,3.42857142857143,3.71428571428571,3.42857142857143,3.42857142857143,3.14285714285714,"Boyfriend ",6,"Cousin",4,"Coworker ",3,"Neighbor",2,1,3.2,3.75,5,6,5.5,"6","1","2","PMR",1,"3/13/2023","4/8/2023",24,100,NA
"34",50,3.4,1,2.45,3.21428571428571,3,3.42857142857143,4.42857142857143,2,"My spouse",3,"my older niece",2,"my best friend in Chicago",4,"my former neighbor ",2,1,2.4,2.75,7,6,6.5,"6","1","2",3.4,2.45,3.21428571428571,3,3.42857142857143,4.42857142857143,2,"My spouse",3,"my older niece",2,"my best friend in Chicago",4,"my former neighbor ",2,1,2.4,2.75,7,6,6.5,"2","","","67","old adult","11/12/1955","2","68","EN","1","","20003","","Program and grants manager","2","1","1","1","1","1","1","3","","6","male","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Other","","Retired","Upper","Over $180,000","Jewish","2","Right",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Research match","","2","6","1","2",3.6,2.75,3.46428571428571,4,3,4.42857142857143,2.42857142857143,"DAVE",3,"HOLLY",2,"PATRICK",3,"AARON",2,1,2.2,2.5,7,5,6,"6","1","2","LKM",1,"3/13","4/8",23,95.83,"lexapro, allegra, folic acid, keppra eye drops, baby aspirin, caltrate, multivitamin, midodrine fludrocortisone, aubagio"
"35",51,5,1,1.75,3.25,2.28571428571429,3.28571428571429,4.71428571428571,2.71428571428571,"Mother",6,"Cousin",4,"Friend",5,"Neighbor",1,1,3.4,4,7,8,7.5,"6","1","2",5,1.75,3.25,2.28571428571429,3.28571428571429,4.71428571428571,2.71428571428571,"Mother",6,"Cousin",4,"Friend",5,"Neighbor",1,1,3.4,4,7,8,7.5,"2","","","35","young adult","09/03/1987","2","36","EN","1","","33559","","Senior Consultant, regulatory health consulting ","2","1","1","1","1","2","2","2","","5","male","White","","YesCollegeDegree","Doctoral or professional degree (for example, Ph.D., M.D., J.D., D.V.M., D.D.M.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Roman Catholic","3","Right",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"Research Match","","2","6","1","2",4.9,1.9,3.32142857142857,1.85714285714286,3.71428571428571,5,2.71428571428571,"Spouse",7,"Cousin",5,"Childhood friend ",5,"Neighbor ",1,1,3.8,4.5,8,9,8.5,"6","1","2","LKM",1,"3/20","4/15",23,95.83,NA
"36",52,4.75,1,1.95,3.28571428571429,3,2.57142857142857,4.42857142857143,3.14285714285714,"daughter",3,"cousin Pat",4,"Neighbor",4,"Fresh baguette",2,1,2.8,3.25,7,8,7.5,"6","1","2",4.75,1.95,3.28571428571429,3,2.57142857142857,4.42857142857143,3.14285714285714,"daughter",3,"cousin Pat",4,"Neighbor",4,"Fresh baguette",2,1,2.8,3.25,7,8,7.5,"2","","","61","old adult","03/24/1961","2","62","EN","1","","20850","","Supervisory Contract Specialist - awarded contracts on behalf of the federal government and supervised up to 10 contract specialists","1","1","1","1","1","2","2","3","","4","male","White","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Other","","Retired","Upper","$60,000 - $89,999","Agnostic","1","Right",0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Research Match","I'd like to revise my answers to relative and friend to indicate closer relationship","2","6","1","2",4.75,1.65,3.35714285714286,3.85714285714286,2.71428571428571,4.71428571428571,2.14285714285714,"Child",4,"Cousin",3,"Neighbor",3,"Cashier",2,2,2.8,3,8,8,8,"6","1","2","PMR",1,"3/20/2023","4/15/2023",24,100,"Genvoya"
"37",53,5.45,1,2.05,2.89285714285714,2.85714285714286,2.42857142857143,4.14285714285714,2.14285714285714,"sibling",6,"grandparent",7,"friend",4,"neighbor",2,2,4.2,4.75,7,7,7,"6","1","2",5.45,2.05,2.89285714285714,2.85714285714286,2.42857142857143,4.14285714285714,2.14285714285714,"sibling",6,"grandparent",7,"friend",4,"neighbor",2,2,4.2,4.75,7,7,7,"2","","","47","middle adult","1/5/76","1","48","EN","1","","20707","","office manager-hiring, invoices, travel, billing","2","1","1","1","1","5","5","4","2","5","female","White","","NoCollegeDegree","Some college","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Protestant","4","Left",1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"email","no, thanks","2","6","1","2",5.2,1.95,2.67857142857143,1.42857142857143,2.57142857142857,4.42857142857143,2.28571428571429,"Sister",5,"Cousin",2,"Friend",3,"Neighbor",3,1,2.8,3.25,6,8,7,"6","1","2","LKM",1,"3/13","4/8",23,95.83,"Nikki levothyroxine"
"38",54,4.75,1,2.35,3.53571428571429,2.71428571428571,3.85714285714286,4,3.57142857142857,"spouse",2,"cousin",1,"close friend",3,"neighbor Marie",1,1,1.6,1.75,7,8,7.5,"6","1","2",4.75,2.35,3.53571428571429,2.71428571428571,3.85714285714286,4,3.57142857142857,"spouse",2,"cousin",1,"close friend",3,"neighbor Marie",1,1,1.6,1.75,7,8,7.5,"2","","","68","old adult","July 7 1954","1","16","EN","1","","17403","","Health/Science writer/editor","2","1","1","1","1","2","2","2","","5","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Other","","Retired","Upper","$90,000 - $179,999","Jewish","4","Right",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,"Research match email","This survey took much longer than 30 minutes but sounds like an interesting study","2","6","1","2",4.8,2.15,3.89285714285714,2.85714285714286,4.57142857142857,4.42857142857143,3.71428571428571,"spouse",4,"cousin",2,"best friend",4,"neighbor",2,1,2.6,3,7,8,7.5,"6","1","2","PMR",1,"3/27/2023","4/22/2023",23,95.83,NA
"39",55,3.4,1,2.55,3.78571428571429,4.14285714285714,3.71428571428571,4.57142857142857,2.71428571428571,"child",5,"niece",2,"coworker",3,"neighbor",2,1,2.6,3,6,7,6.5,"6","1","2",3.4,2.55,3.78571428571429,4.14285714285714,3.71428571428571,4.57142857142857,2.71428571428571,"child",5,"niece",2,"coworker",3,"neighbor",2,1,2.6,3,6,7,6.5,"2","","","56","middle adult","6/24/1966","1","52","EN","1","","22101","","officially is receptionist, but in theory is much more of office manager","3","1","3","1","1","6","4","4","","5","female","White","","YesCollegeDegree","Four-year college degree (B.A., B.S.)","Employed","","Employed full-time for pay","Upper","$60,000 - $89,999","Mormon","5","Right",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"email","I'm physically healthy, struggle a bit with mental health, but mostly due to current circumstances as in divorced, single working mother, mother to a special needs adult child","2","6","1","2",2.7,2.7,3.78571428571429,4.28571428571429,4.14285714285714,4.42857142857143,2.28571428571429,"child",5,"niece",2,"coworker",4,"cashier",1,2,2.8,3,6,8,7,"6","1","2","LKM",1,"3/20","4/15",23,95.83,NA
"40",56,4.1,1,2.35,2.82142857142857,3.85714285714286,2.28571428571429,3.57142857142857,1.57142857142857,"Parent",4,"Grandparent",3,"College friend",5,"Neighbor",2,1,3,3.5,7,8,7.5,"6","1","2",4.1,2.35,2.82142857142857,3.85714285714286,2.28571428571429,3.57142857142857,1.57142857142857,"Parent",4,"Grandparent",3,"College friend",5,"Neighbor",2,1,3,3.5,7,8,7.5,"2","","","31","young adult","10/30/1991","1","32","EN","1","","20170","","Training","1","1","1","1","1","2","2","3","","3","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Agnostic","2","Right",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"Research Match","","2","6","1","2",4.8,2.3,2.92857142857143,3.71428571428571,2.57142857142857,4,1.42857142857143,"Parent",5,"Grandparent",3,"Coworker",5,"Neighbor",2,1,3.2,3.75,8,9,8.5,"6","1","4","LKM",1,"3/27","4/22",21,87.5,NA
"41",57,5.1,1,2.05,3.07142857142857,3.14285714285714,3.28571428571429,3.85714285714286,2,"Mother",4,"Cousin",4,"Best Friend",4,"Coworker",3,2,3.4,3.75,7,8,7.5,"6","1","2",5.1,2.05,3.07142857142857,3.14285714285714,3.28571428571429,3.85714285714286,2,"Mother",4,"Cousin",4,"Best Friend",4,"Coworker",3,2,3.4,3.75,7,8,7.5,"1","I am a practicing Catholic and have a spiritual life (praying the rosary, active spiritual prayer).  Meditation training includes some types of mindfulness exercise as part of my education training and background as a mental health counselor. I use a mindfulness app called Hallow at times.  ","3","37","young adult","03/07/1986","1","38","EN","1","","22207","","Associate Program Director, Divine Mercy University
Private Practice Owner (Licensed Professional Counselor)","2","1","1","1","2","6","6","6","","7","female","White","","YesCollegeDegree","Masters degree (for example, M.B.A., M.A., M.S.)","Employed","","Employed full-time for pay","Upper","$90,000 - $179,999","Roman Catholic","7","Right",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"On a list serve","","2","6","1","2",5.05,1.8,3.14285714285714,2.71428571428571,3.57142857142857,4.28571428571429,2,"Mother",4,"Cousin",4,"Kathleen",5,"Neighbor",3,2,3.6,4,8,9,8.5,"6","1","2","PMR",1,"3/13/2023","4/8/2023",24,100,"None"
